person_id,pose_id,embedding
1,11,"[9.99830365e-01 3.79241347e-01 7.64041662e-01 9.99902606e-01
 9.99579847e-01 9.95535970e-01 9.98931050e-01 5.10213245e-03
 1.68679170e-02 2.74273225e-05 9.90202487e-01 2.82499474e-03
 9.94926929e-01 9.98477757e-01 9.24744606e-01 4.57980344e-03
 9.98653471e-01 9.97204721e-01 6.48094981e-04 9.71734941e-01
 9.98236299e-01 8.59059207e-03 6.62471284e-05 4.56752568e-01
 9.96779561e-01 9.97529447e-01 9.99886811e-01 3.19062732e-03
 8.07675882e-04 9.99960482e-01 1.36448992e-02 5.30833277e-05
 1.91922742e-03 5.15455264e-04 2.24609338e-02 3.38074714e-02
 1.22518861e-04 2.74692267e-01 9.92551744e-01 2.44142674e-02
 1.08676299e-03 6.06981099e-01 9.99946058e-01 9.98228729e-01
 1.04041338e-01 9.95979607e-01 2.15712213e-03 9.99645233e-01
 4.00831513e-02 9.99646127e-01 3.08094919e-03 9.95439410e-01
 9.99939680e-01 9.90821421e-01 1.07794657e-01 9.96835649e-01
 9.99621689e-01 9.81866121e-01 9.94791329e-01 1.50050455e-05
 4.20804787e-03 9.99286354e-01 9.65444803e-01 3.08188819e-03]"
1,12,"[9.9997085e-01 5.4737502e-01 9.2906970e-01 9.9972075e-01 9.9927688e-01
 9.9835455e-01 9.9992323e-01 1.0701025e-01 9.1826105e-03 1.2722598e-04
 9.8146123e-01 1.8753079e-03 9.9804181e-01 9.7596949e-01 9.1936058e-01
 5.1783696e-03 9.8471910e-01 9.8954690e-01 9.8091899e-04 9.9674916e-01
 9.9969846e-01 3.7464031e-03 5.0489797e-04 6.4320356e-02 9.9897838e-01
 9.9898845e-01 9.9282831e-01 1.1933360e-02 1.9230511e-03 9.9994856e-01
 2.0338679e-02 2.7122582e-05 2.7829832e-03 5.6429027e-04 1.0518341e-01
 3.1785052e-02 3.8681494e-04 9.1517383e-01 9.9347538e-01 1.2945490e-02
 1.9525142e-02 1.8217246e-01 9.9988925e-01 9.8462272e-01 6.4887807e-02
 9.9917310e-01 1.8363005e-03 9.9237412e-01 6.5403126e-02 9.9895650e-01
 9.9443807e-04 9.9016142e-01 9.9992859e-01 9.8732448e-01 2.5522862e-02
 9.8476410e-01 9.9659705e-01 9.7327876e-01 9.9779278e-01 3.5095403e-05
 4.4587664e-03 9.9707067e-01 9.9567491e-01 5.2105147e-02]"
1,13,"[9.9986500e-01 8.9561236e-01 8.2206315e-01 9.9111336e-01 9.9103570e-01
 9.7584736e-01 9.9908495e-01 9.0259835e-03 2.3964103e-03 9.3151008e-05
 9.5182651e-01 2.5936266e-02 9.9757999e-01 8.1016374e-01 9.7759843e-01
 3.4883678e-02 9.6611851e-01 9.7018927e-01 4.7185688e-04 8.9918756e-01
 9.9989855e-01 1.0681673e-02 5.3597636e-05 1.2707725e-01 9.7500145e-01
 8.8536048e-01 9.9977857e-01 1.2414675e-03 1.6826179e-03 9.9984348e-01
 4.9544536e-03 3.0356964e-06 3.9746398e-03 2.8822269e-02 2.6070215e-02
 1.4555618e-01 3.6401460e-05 8.6714888e-01 9.9196017e-01 4.7052829e-04
 1.8299643e-02 1.9431868e-01 9.9996549e-01 9.9915385e-01 9.1663875e-02
 9.9990535e-01 8.0208629e-03 9.9771577e-01 5.3759873e-01 9.9999708e-01
 3.7223854e-05 3.7295678e-01 9.9755532e-01 9.8106682e-01 4.4891024e-01
 9.8421681e-01 9.9340379e-01 9.6538115e-01 8.3365345e-01 6.0694319e-06
 6.1731890e-04 9.9973285e-01 9.7806758e-01 1.2319622e-02]"
1,14,"[9.99939919e-01 1.27988517e-01 9.91251588e-01 9.99909341e-01
 9.99753952e-01 9.89129543e-01 9.99982417e-01 3.79338741e-01
 7.79308798e-03 6.22092848e-05 8.52463841e-01 1.70470355e-03
 9.97422814e-01 9.99805093e-01 9.67110813e-01 2.85939476e-03
 9.98094082e-01 9.89710391e-01 7.24958139e-04 9.97331798e-01
 9.99620378e-01 1.00461552e-02 7.71841515e-05 3.29893529e-01
 9.98990834e-01 9.99557436e-01 9.46522772e-01 4.67993814e-04
 1.83279556e-03 9.99936163e-01 2.26694439e-03 1.36618968e-04
 8.18424299e-03 2.31566969e-02 2.56658923e-02 2.64831018e-02
 1.40738732e-03 2.44444460e-01 6.91985488e-01 7.69486942e-04
 1.29274605e-02 9.03811678e-02 9.98683035e-01 9.96768594e-01
 1.41542703e-02 9.99023497e-01 7.45192356e-03 9.98950481e-01
 1.18170962e-01 9.98693943e-01 1.43766589e-02 9.89801466e-01
 9.99453127e-01 9.94119108e-01 4.84234095e-03 9.47451413e-01
 9.99063969e-01 9.98718560e-01 9.98781383e-01 8.58975400e-05
 1.12079233e-02 9.93559182e-01 9.55217183e-01 3.64544280e-02]"
1,15,"[9.9994457e-01 3.9293438e-01 9.2069829e-01 9.9991494e-01 9.9961114e-01
 9.9032503e-01 9.9990237e-01 6.1756731e-03 1.1612890e-02 9.7697601e-05
 9.3728191e-01 1.2655094e-03 9.8807883e-01 9.9216568e-01 9.0567201e-01
 2.4756173e-02 9.9379694e-01 9.9571639e-01 1.1168782e-03 9.9873048e-01
 9.9893898e-01 4.4645462e-03 5.3842575e-04 2.2988996e-01 9.9915093e-01
 9.9899405e-01 9.9886268e-01 6.5349601e-03 1.9331706e-03 9.9996698e-01
 1.1188543e-03 7.4735108e-05 1.4603595e-03 9.5394524e-03 1.4878220e-02
 3.2294362e-03 4.6562101e-04 5.1037455e-01 9.8218787e-01 4.8068885e-04
 2.0753374e-02 8.4750019e-02 9.9973202e-01 9.9908757e-01 5.2388888e-02
 9.9977404e-01 1.0617677e-02 9.9904352e-01 5.3817265e-02 9.9972934e-01
 2.7522065e-03 9.9261349e-01 9.9976814e-01 9.9069107e-01 3.3601772e-02
 9.7334462e-01 9.9927640e-01 9.8950791e-01 9.7173363e-01 5.7548932e-05
 4.3251971e-03 9.9203354e-01 9.8116612e-01 8.6614592e-03]"
2,1,"[9.70801771e-01 9.99319375e-01 1.95437577e-02 9.56542790e-01
 6.20609894e-02 3.10873855e-02 9.74620879e-01 2.03697331e-04
 9.34299707e-01 3.37278247e-01 6.94593939e-04 9.97856677e-01
 3.60693410e-02 3.91566614e-03 9.12132144e-01 1.14474474e-02
 9.39926505e-01 1.35024674e-02 6.76204920e-01 7.46752024e-01
 3.29130620e-01 2.34314650e-02 1.69146317e-03 8.51794854e-02
 2.76535196e-04 3.54256481e-04 9.99514401e-01 1.44364789e-01
 6.33944944e-02 9.97700870e-01 9.40609634e-01 1.13347881e-01
 2.71408744e-02 2.95504123e-01 9.94455993e-01 4.00390506e-01
 3.26939434e-01 6.00301385e-01 2.26858800e-04 4.75872919e-04
 9.61973548e-01 9.42393303e-01 9.52048481e-01 1.28614157e-02
 7.50159144e-01 9.99956608e-01 8.76988292e-01 1.10450916e-01
 1.73770916e-03 9.92365479e-01 3.36893387e-02 3.72630428e-04
 2.83849627e-01 7.94281602e-01 6.79679871e-01 9.93996978e-01
 1.40785240e-02 4.00995523e-01 1.07599087e-02 6.06172025e-01
 1.01789022e-02 9.88354862e-01 2.42669005e-02 9.83941138e-01]"
2,2,"[7.02195644e-01 9.89191890e-01 2.15805303e-02 1.75950810e-01
 4.21831936e-01 8.31965241e-04 6.04952037e-01 9.83628556e-02
 2.41186529e-01 9.87782359e-01 1.23189623e-03 9.91086185e-01
 6.31648779e-01 3.02408170e-02 2.10053101e-01 2.92711675e-01
 8.10956895e-01 3.10254604e-01 1.95274636e-01 2.52287253e-04
 9.83010054e-01 6.41879812e-02 3.75828147e-02 5.73967695e-01
 1.59668431e-01 7.51447456e-04 9.97115314e-01 6.57826290e-02
 1.47720262e-01 9.98365402e-01 9.57406938e-01 2.22693678e-04
 5.10607883e-02 9.89387333e-01 9.45954084e-01 9.54736769e-01
 3.30171473e-02 4.67072487e-01 3.35070840e-03 1.14359651e-02
 7.87819088e-01 9.99738395e-01 7.73140550e-01 3.09575703e-02
 2.68374719e-02 9.97827709e-01 8.46085787e-01 9.27129295e-03
 1.56618461e-01 9.97391105e-01 1.60869546e-02 2.92194518e-03
 2.50470489e-01 9.92114604e-01 9.36459780e-01 3.04658473e-01
 4.25096648e-03 9.63032246e-03 2.01895810e-03 9.87739325e-01
 5.50631259e-04 9.94184196e-01 1.18205994e-01 1.97790116e-01]"
2,3,"[9.68003988e-01 9.99907076e-01 2.37601604e-02 3.04922581e-01
 5.27068079e-01 5.83688903e-04 9.81787860e-01 2.12436877e-02
 9.78890538e-01 9.25440133e-01 1.57507922e-04 9.95250165e-01
 2.86765158e-01 2.74983086e-02 4.50073719e-01 8.18643644e-02
 7.36138344e-01 5.96560948e-02 1.08619899e-01 3.07832583e-04
 9.83728409e-01 1.44986901e-04 6.36111386e-03 1.74374357e-01
 7.27703720e-02 4.76173562e-04 9.98458147e-01 1.30990192e-01
 9.67073441e-02 9.99860346e-01 9.99037981e-01 6.02829386e-05
 2.88731139e-02 6.46432579e-01 9.80186105e-01 9.91239250e-01
 1.60736427e-01 2.90271938e-01 1.10600214e-03 5.16653107e-03
 9.06674445e-01 9.99763608e-01 9.87726152e-01 2.09032238e-01
 2.60012776e-01 9.99858856e-01 7.30954945e-01 1.87848628e-01
 1.12136506e-01 9.71066654e-01 5.60142915e-04 6.34204713e-04
 4.86389369e-01 7.26068735e-01 9.80757773e-01 8.75056922e-01
 4.94344868e-02 7.28052575e-04 2.43035425e-02 9.99729514e-01
 1.73809443e-04 9.99205947e-01 5.27111404e-02 9.20457244e-01]"
2,4,"[9.89526510e-01 9.99969721e-01 2.60664135e-01 6.52238369e-01
 9.61174548e-01 2.88054836e-03 9.51462567e-01 1.43285189e-03
 8.46338630e-01 9.76255536e-01 1.21392943e-04 9.97240126e-01
 1.24383206e-02 3.39348684e-04 9.04826894e-02 1.34341922e-02
 1.44044861e-01 4.36846949e-02 2.45707378e-01 9.74700204e-04
 9.91843641e-01 4.71233448e-04 1.97399408e-03 1.75254773e-02
 1.06306456e-01 1.04042161e-02 9.99328375e-01 4.22033131e-01
 5.86528331e-03 9.99712527e-01 9.89996970e-01 2.47604203e-06
 3.53074633e-02 7.22964287e-01 9.98596609e-01 9.49336588e-01
 1.18863368e-02 6.91892505e-01 1.19864345e-02 6.84254570e-03
 9.85352039e-01 9.99926865e-01 9.99576986e-01 5.58237955e-02
 7.36520171e-01 9.99718726e-01 5.48053861e-01 7.96394229e-01
 6.64963901e-01 9.73490894e-01 1.00481994e-02 4.79824230e-05
 2.70479530e-01 2.90768355e-01 9.83560622e-01 9.99335289e-01
 1.73152730e-01 2.69771670e-04 1.09980730e-02 9.99274909e-01
 3.87800401e-06 9.89429295e-01 3.08180158e-03 4.88781720e-01]"
2,5,"[9.78706717e-01 9.99803841e-01 1.51558034e-02 6.39350235e-01
 6.50886297e-01 4.23085019e-02 9.86501753e-01 1.44290343e-01
 8.47394288e-01 4.81028050e-01 3.54354037e-03 9.99351561e-01
 6.31535873e-02 1.91216078e-02 7.86593199e-01 2.34687398e-03
 9.24035013e-01 2.30154142e-01 6.10371307e-02 6.57200161e-03
 9.97929633e-01 1.36154843e-03 1.12030900e-03 2.20254824e-01
 9.10070739e-05 4.44227643e-03 9.98580277e-01 6.80860877e-02
 1.39179036e-01 9.70126629e-01 9.48364079e-01 3.78362206e-03
 3.94663657e-04 2.04269439e-02 9.99638915e-01 9.77682948e-01
 9.93122719e-03 2.47746944e-01 1.81480573e-04 4.27530855e-02
 9.29847836e-01 9.99456942e-01 9.47764277e-01 1.25484809e-01
 4.04487640e-01 9.99729276e-01 4.15002108e-01 1.71831418e-02
 4.28505708e-03 9.99278963e-01 3.24105844e-02 8.93260445e-03
 7.87978470e-01 8.05343866e-01 9.96826708e-01 9.80702817e-01
 1.42710162e-02 1.13857305e-02 1.22727901e-02 9.98095691e-01
 9.51563270e-05 9.99730289e-01 3.06733251e-01 8.58243942e-01]"
2,6,"[9.86255229e-01 9.99122679e-01 7.26905465e-01 9.51934695e-01
 7.57291913e-01 5.25169492e-01 9.97662663e-01 9.70592155e-05
 9.49129641e-01 1.23384774e-01 3.02855065e-03 9.98572350e-01
 2.82354485e-02 1.96224498e-03 9.05867040e-01 1.15762278e-02
 8.46653700e-01 3.48363747e-03 1.17370047e-01 8.59164834e-01
 5.91859818e-01 8.46448456e-05 1.26868836e-04 2.40379982e-02
 7.76992291e-02 1.12562580e-02 9.97657478e-01 4.05582428e-01
 5.52610587e-03 9.98844445e-01 3.82883877e-01 2.18949490e-03
 1.02402158e-01 4.67248082e-01 9.68340874e-01 3.30569237e-01
 9.03069973e-02 7.09055960e-01 4.28457897e-05 1.39388693e-02
 9.41421926e-01 9.87643957e-01 9.95126724e-01 3.90952406e-03
 7.11154193e-02 9.99983191e-01 4.17249762e-02 2.86725193e-01
 5.87781100e-03 9.85358298e-01 2.22918883e-04 2.16424861e-03
 8.91954184e-01 8.27398837e-01 3.32504869e-01 9.93710697e-01
 3.42190325e-01 2.78293163e-01 2.68745534e-02 5.33109069e-01
 2.41490756e-03 9.99299347e-01 2.40278706e-01 9.98473287e-01]"
2,7,"[9.3762553e-01 9.6626568e-01 9.7630429e-04 4.0339850e-02 4.5684002e-02
 2.9024301e-04 4.0544483e-01 3.5688460e-02 8.1172341e-01 9.9822980e-01
 9.9536926e-03 9.9979514e-01 2.8694108e-01 2.7632405e-04 9.8261786e-01
 1.8844759e-01 7.5351322e-01 4.2306047e-02 2.2383966e-01 1.4719239e-02
 4.5563290e-01 1.8113020e-05 2.4519081e-04 9.9427544e-02 6.7648911e-03
 2.0543183e-03 9.8073006e-01 7.8408951e-01 3.2666825e-02 8.6023390e-01
 9.9609834e-01 4.4012559e-04 1.3607904e-01 9.8640758e-01 9.8992956e-01
 9.4276142e-01 2.1243225e-01 4.0673000e-01 1.4849415e-04 3.6356119e-03
 9.5404124e-01 9.9932635e-01 9.8771560e-01 3.2009676e-01 3.7715752e-02
 9.6004432e-01 8.2694143e-01 8.6231494e-01 7.9153046e-02 9.3316942e-01
 1.3049220e-01 5.8603892e-03 9.0583038e-01 6.6380584e-01 9.5116150e-01
 8.4264767e-01 1.4937835e-02 2.6213862e-03 9.9793263e-04 9.8157340e-01
 3.2097023e-04 9.9586242e-01 1.0138646e-02 9.2656690e-01]"
2,8,"[9.7697532e-01 9.9993259e-01 4.8665892e-02 5.1073641e-01 7.7172756e-01
 2.5089670e-03 9.9007189e-01 4.9883178e-03 9.9325609e-01 4.3750334e-01
 4.1737719e-04 9.9953038e-01 7.5679384e-02 1.8004084e-03 8.0684870e-01
 1.2967206e-02 1.6884819e-01 2.3780936e-02 5.3754389e-02 1.4141221e-02
 9.9040705e-01 2.2217981e-04 4.5843902e-03 2.9873860e-01 9.0460338e-02
 2.4727623e-03 9.9883944e-01 1.9579658e-01 3.2687161e-02 9.9997646e-01
 9.6961981e-01 4.2187752e-05 3.1945392e-02 5.8846557e-01 9.4324803e-01
 9.7262615e-01 1.9009560e-02 3.4856054e-01 2.2349029e-04 2.9843212e-03
 5.8572292e-01 9.9986535e-01 9.9670893e-01 2.8741812e-02 9.7589530e-02
 9.9996984e-01 8.8966709e-01 1.6595665e-01 1.4571933e-01 8.9998758e-01
 4.2876331e-04 1.3841885e-03 1.2010435e-01 8.9670897e-01 9.8800468e-01
 9.8276043e-01 3.2504344e-01 1.3321028e-02 1.1257245e-01 9.9878812e-01
 2.8150651e-05 9.9726343e-01 2.2608882e-02 9.6540093e-01]"
